modbusAddr,name,register,datatype,desc
300846,AutbusPADev57_slot0_var1.AutbusPADev57_slot0_var1,Input Registers,USINT,InData1
300847,AutbusPADev57_slot0_var2.AutbusPADev57_slot0_var2,Input Registers,UINT,InData2
300848,AutbusPADev57_slot0_var3.AutbusPADev57_slot0_var3,Input Registers,ULINT,timer
300852,AutbusPADev57_slot0_var4.AutbusPADev57_slot0_var4,Input Registers,UINT,year
300853,AutbusPADev57_slot0_var5.AutbusPADev57_slot0_var5,Input Registers,USINT,month
300854,AutbusPADev57_slot0_var6.AutbusPADev57_slot0_var6,Input Registers,USINT,day
300855,AutbusPADev57_slot0_var7.AutbusPADev57_slot0_var7,Input Registers,USINT,hour
300856,AutbusPADev57_slot0_var8.AutbusPADev57_slot0_var8,Input Registers,USINT,minute
300857,AutbusPADev57_slot0_var9.AutbusPADev57_slot0_var9,Input Registers,USINT,second
400254,AutbusPADev57_slot0_var10.AutbusPADev57_slot0_var10,Holding Registers,USINT,OutData1
400255,AutbusPADev57_slot0_var11.AutbusPADev57_slot0_var11,Holding Registers,USINT,OutData2
300858,AutbusPADev57_slot0_alarm1.AutbusPADev57_slot0_alarm1,Input Registers,USINT,alarm1
300859,AutbusPADev57_slot0_alarm2.AutbusPADev57_slot0_alarm2,Input Registers,USINT,alarm2
400256,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400257,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300860,null.null,Input Registers,UINT,undefined
300861,AutbusPADev58_slot0_var1.AutbusPADev58_slot0_var1,Input Registers,USINT,InData1
300862,AutbusPADev58_slot0_var2.AutbusPADev58_slot0_var2,Input Registers,UINT,InData2
300863,AutbusPADev58_slot0_var3.AutbusPADev58_slot0_var3,Input Registers,ULINT,timer
300867,AutbusPADev58_slot0_var4.AutbusPADev58_slot0_var4,Input Registers,UINT,year
300868,AutbusPADev58_slot0_var5.AutbusPADev58_slot0_var5,Input Registers,USINT,month
300869,AutbusPADev58_slot0_var6.AutbusPADev58_slot0_var6,Input Registers,USINT,day
300870,AutbusPADev58_slot0_var7.AutbusPADev58_slot0_var7,Input Registers,USINT,hour
300871,AutbusPADev58_slot0_var8.AutbusPADev58_slot0_var8,Input Registers,USINT,minute
300872,AutbusPADev58_slot0_var9.AutbusPADev58_slot0_var9,Input Registers,USINT,second
400258,AutbusPADev58_slot0_var10.AutbusPADev58_slot0_var10,Holding Registers,USINT,OutData1
400259,AutbusPADev58_slot0_var11.AutbusPADev58_slot0_var11,Holding Registers,USINT,OutData2
300873,AutbusPADev58_slot0_alarm1.AutbusPADev58_slot0_alarm1,Input Registers,USINT,alarm1
300874,AutbusPADev58_slot0_alarm2.AutbusPADev58_slot0_alarm2,Input Registers,USINT,alarm2
400260,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400261,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300875,null.null,Input Registers,UINT,undefined
300876,AutbusPADev59_slot0_var1.AutbusPADev59_slot0_var1,Input Registers,USINT,InData1
300877,AutbusPADev59_slot0_var2.AutbusPADev59_slot0_var2,Input Registers,UINT,InData2
300878,AutbusPADev59_slot0_var3.AutbusPADev59_slot0_var3,Input Registers,ULINT,timer
300882,AutbusPADev59_slot0_var4.AutbusPADev59_slot0_var4,Input Registers,UINT,year
300883,AutbusPADev59_slot0_var5.AutbusPADev59_slot0_var5,Input Registers,USINT,month
300884,AutbusPADev59_slot0_var6.AutbusPADev59_slot0_var6,Input Registers,USINT,day
300885,AutbusPADev59_slot0_var7.AutbusPADev59_slot0_var7,Input Registers,USINT,hour
300886,AutbusPADev59_slot0_var8.AutbusPADev59_slot0_var8,Input Registers,USINT,minute
300887,AutbusPADev59_slot0_var9.AutbusPADev59_slot0_var9,Input Registers,USINT,second
400262,AutbusPADev59_slot0_var10.AutbusPADev59_slot0_var10,Holding Registers,USINT,OutData1
400263,AutbusPADev59_slot0_var11.AutbusPADev59_slot0_var11,Holding Registers,USINT,OutData2
300888,AutbusPADev59_slot0_alarm1.AutbusPADev59_slot0_alarm1,Input Registers,USINT,alarm1
300889,AutbusPADev59_slot0_alarm2.AutbusPADev59_slot0_alarm2,Input Registers,USINT,alarm2
400264,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400265,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300890,null.null,Input Registers,UINT,undefined
300891,AutbusPADev60_slot0_var1.AutbusPADev60_slot0_var1,Input Registers,USINT,InData1
300892,AutbusPADev60_slot0_var2.AutbusPADev60_slot0_var2,Input Registers,UINT,InData2
300893,AutbusPADev60_slot0_var3.AutbusPADev60_slot0_var3,Input Registers,ULINT,timer
300897,AutbusPADev60_slot0_var4.AutbusPADev60_slot0_var4,Input Registers,UINT,year
300898,AutbusPADev60_slot0_var5.AutbusPADev60_slot0_var5,Input Registers,USINT,month
300899,AutbusPADev60_slot0_var6.AutbusPADev60_slot0_var6,Input Registers,USINT,day
300900,AutbusPADev60_slot0_var7.AutbusPADev60_slot0_var7,Input Registers,USINT,hour
300901,AutbusPADev60_slot0_var8.AutbusPADev60_slot0_var8,Input Registers,USINT,minute
300902,AutbusPADev60_slot0_var9.AutbusPADev60_slot0_var9,Input Registers,USINT,second
400266,AutbusPADev60_slot0_var10.AutbusPADev60_slot0_var10,Holding Registers,USINT,OutData1
400267,AutbusPADev60_slot0_var11.AutbusPADev60_slot0_var11,Holding Registers,USINT,OutData2
300903,AutbusPADev60_slot0_alarm1.AutbusPADev60_slot0_alarm1,Input Registers,USINT,alarm1
300904,AutbusPADev60_slot0_alarm2.AutbusPADev60_slot0_alarm2,Input Registers,USINT,alarm2
400268,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400269,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300905,null.null,Input Registers,UINT,undefined
300906,AutbusPADev61_slot0_var1.AutbusPADev61_slot0_var1,Input Registers,USINT,InData1
300907,AutbusPADev61_slot0_var2.AutbusPADev61_slot0_var2,Input Registers,UINT,InData2
300908,AutbusPADev61_slot0_var3.AutbusPADev61_slot0_var3,Input Registers,ULINT,timer
300912,AutbusPADev61_slot0_var4.AutbusPADev61_slot0_var4,Input Registers,UINT,year
300913,AutbusPADev61_slot0_var5.AutbusPADev61_slot0_var5,Input Registers,USINT,month
300914,AutbusPADev61_slot0_var6.AutbusPADev61_slot0_var6,Input Registers,USINT,day
300915,AutbusPADev61_slot0_var7.AutbusPADev61_slot0_var7,Input Registers,USINT,hour
300916,AutbusPADev61_slot0_var8.AutbusPADev61_slot0_var8,Input Registers,USINT,minute
300917,AutbusPADev61_slot0_var9.AutbusPADev61_slot0_var9,Input Registers,USINT,second
400270,AutbusPADev61_slot0_var10.AutbusPADev61_slot0_var10,Holding Registers,USINT,OutData1
400271,AutbusPADev61_slot0_var11.AutbusPADev61_slot0_var11,Holding Registers,USINT,OutData2
300918,AutbusPADev61_slot0_alarm1.AutbusPADev61_slot0_alarm1,Input Registers,USINT,alarm1
300919,AutbusPADev61_slot0_alarm2.AutbusPADev61_slot0_alarm2,Input Registers,USINT,alarm2
400272,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400273,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300920,null.null,Input Registers,UINT,undefined
300921,AutbusPADev62_slot0_var1.AutbusPADev62_slot0_var1,Input Registers,USINT,InData1
300922,AutbusPADev62_slot0_var2.AutbusPADev62_slot0_var2,Input Registers,UINT,InData2
300923,AutbusPADev62_slot0_var3.AutbusPADev62_slot0_var3,Input Registers,ULINT,timer
300927,AutbusPADev62_slot0_var4.AutbusPADev62_slot0_var4,Input Registers,UINT,year
300928,AutbusPADev62_slot0_var5.AutbusPADev62_slot0_var5,Input Registers,USINT,month
300929,AutbusPADev62_slot0_var6.AutbusPADev62_slot0_var6,Input Registers,USINT,day
300930,AutbusPADev62_slot0_var7.AutbusPADev62_slot0_var7,Input Registers,USINT,hour
300931,AutbusPADev62_slot0_var8.AutbusPADev62_slot0_var8,Input Registers,USINT,minute
300932,AutbusPADev62_slot0_var9.AutbusPADev62_slot0_var9,Input Registers,USINT,second
400274,AutbusPADev62_slot0_var10.AutbusPADev62_slot0_var10,Holding Registers,USINT,OutData1
400275,AutbusPADev62_slot0_var11.AutbusPADev62_slot0_var11,Holding Registers,USINT,OutData2
300933,AutbusPADev62_slot0_alarm1.AutbusPADev62_slot0_alarm1,Input Registers,USINT,alarm1
300934,AutbusPADev62_slot0_alarm2.AutbusPADev62_slot0_alarm2,Input Registers,USINT,alarm2
400276,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400277,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300935,null.null,Input Registers,UINT,undefined
300936,AutbusPADev63_slot0_var1.AutbusPADev63_slot0_var1,Input Registers,USINT,InData1
300937,AutbusPADev63_slot0_var2.AutbusPADev63_slot0_var2,Input Registers,UINT,InData2
300938,AutbusPADev63_slot0_var3.AutbusPADev63_slot0_var3,Input Registers,ULINT,timer
300942,AutbusPADev63_slot0_var4.AutbusPADev63_slot0_var4,Input Registers,UINT,year
300943,AutbusPADev63_slot0_var5.AutbusPADev63_slot0_var5,Input Registers,USINT,month
300944,AutbusPADev63_slot0_var6.AutbusPADev63_slot0_var6,Input Registers,USINT,day
300945,AutbusPADev63_slot0_var7.AutbusPADev63_slot0_var7,Input Registers,USINT,hour
300946,AutbusPADev63_slot0_var8.AutbusPADev63_slot0_var8,Input Registers,USINT,minute
300947,AutbusPADev63_slot0_var9.AutbusPADev63_slot0_var9,Input Registers,USINT,second
400278,AutbusPADev63_slot0_var10.AutbusPADev63_slot0_var10,Holding Registers,USINT,OutData1
400279,AutbusPADev63_slot0_var11.AutbusPADev63_slot0_var11,Holding Registers,USINT,OutData2
300948,AutbusPADev63_slot0_alarm1.AutbusPADev63_slot0_alarm1,Input Registers,USINT,alarm1
300949,AutbusPADev63_slot0_alarm2.AutbusPADev63_slot0_alarm2,Input Registers,USINT,alarm2
400280,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400281,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300950,null.null,Input Registers,UINT,undefined
300951,AutbusPADev64_slot0_var1.AutbusPADev64_slot0_var1,Input Registers,USINT,InData1
300952,AutbusPADev64_slot0_var2.AutbusPADev64_slot0_var2,Input Registers,UINT,InData2
300953,AutbusPADev64_slot0_var3.AutbusPADev64_slot0_var3,Input Registers,ULINT,timer
300957,AutbusPADev64_slot0_var4.AutbusPADev64_slot0_var4,Input Registers,UINT,year
300958,AutbusPADev64_slot0_var5.AutbusPADev64_slot0_var5,Input Registers,USINT,month
300959,AutbusPADev64_slot0_var6.AutbusPADev64_slot0_var6,Input Registers,USINT,day
300960,AutbusPADev64_slot0_var7.AutbusPADev64_slot0_var7,Input Registers,USINT,hour
300961,AutbusPADev64_slot0_var8.AutbusPADev64_slot0_var8,Input Registers,USINT,minute
300962,AutbusPADev64_slot0_var9.AutbusPADev64_slot0_var9,Input Registers,USINT,second
400282,AutbusPADev64_slot0_var10.AutbusPADev64_slot0_var10,Holding Registers,USINT,OutData1
400283,AutbusPADev64_slot0_var11.AutbusPADev64_slot0_var11,Holding Registers,USINT,OutData2
300963,AutbusPADev64_slot0_alarm1.AutbusPADev64_slot0_alarm1,Input Registers,USINT,alarm1
300964,AutbusPADev64_slot0_alarm2.AutbusPADev64_slot0_alarm2,Input Registers,USINT,alarm2
400284,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400285,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300965,null.null,Input Registers,UINT,undefined
300966,AutbusPADev65_slot0_var1.AutbusPADev65_slot0_var1,Input Registers,USINT,InData1
300967,AutbusPADev65_slot0_var2.AutbusPADev65_slot0_var2,Input Registers,UINT,InData2
300968,AutbusPADev65_slot0_var3.AutbusPADev65_slot0_var3,Input Registers,ULINT,timer
300972,AutbusPADev65_slot0_var4.AutbusPADev65_slot0_var4,Input Registers,UINT,year
300973,AutbusPADev65_slot0_var5.AutbusPADev65_slot0_var5,Input Registers,USINT,month
300974,AutbusPADev65_slot0_var6.AutbusPADev65_slot0_var6,Input Registers,USINT,day
300975,AutbusPADev65_slot0_var7.AutbusPADev65_slot0_var7,Input Registers,USINT,hour
300976,AutbusPADev65_slot0_var8.AutbusPADev65_slot0_var8,Input Registers,USINT,minute
300977,AutbusPADev65_slot0_var9.AutbusPADev65_slot0_var9,Input Registers,USINT,second
400286,AutbusPADev65_slot0_var10.AutbusPADev65_slot0_var10,Holding Registers,USINT,OutData1
400287,AutbusPADev65_slot0_var11.AutbusPADev65_slot0_var11,Holding Registers,USINT,OutData2
300978,AutbusPADev65_slot0_alarm1.AutbusPADev65_slot0_alarm1,Input Registers,USINT,alarm1
300979,AutbusPADev65_slot0_alarm2.AutbusPADev65_slot0_alarm2,Input Registers,USINT,alarm2
400288,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400289,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300980,null.null,Input Registers,UINT,undefined
300981,AutbusPADev66_slot0_var1.AutbusPADev66_slot0_var1,Input Registers,USINT,InData1
300982,AutbusPADev66_slot0_var2.AutbusPADev66_slot0_var2,Input Registers,UINT,InData2
300983,AutbusPADev66_slot0_var3.AutbusPADev66_slot0_var3,Input Registers,ULINT,timer
300987,AutbusPADev66_slot0_var4.AutbusPADev66_slot0_var4,Input Registers,UINT,year
300988,AutbusPADev66_slot0_var5.AutbusPADev66_slot0_var5,Input Registers,USINT,month
300989,AutbusPADev66_slot0_var6.AutbusPADev66_slot0_var6,Input Registers,USINT,day
300990,AutbusPADev66_slot0_var7.AutbusPADev66_slot0_var7,Input Registers,USINT,hour
300991,AutbusPADev66_slot0_var8.AutbusPADev66_slot0_var8,Input Registers,USINT,minute
300992,AutbusPADev66_slot0_var9.AutbusPADev66_slot0_var9,Input Registers,USINT,second
400290,AutbusPADev66_slot0_var10.AutbusPADev66_slot0_var10,Holding Registers,USINT,OutData1
400291,AutbusPADev66_slot0_var11.AutbusPADev66_slot0_var11,Holding Registers,USINT,OutData2
300993,AutbusPADev66_slot0_alarm1.AutbusPADev66_slot0_alarm1,Input Registers,USINT,alarm1
300994,AutbusPADev66_slot0_alarm2.AutbusPADev66_slot0_alarm2,Input Registers,USINT,alarm2
400292,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400293,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
300995,null.null,Input Registers,UINT,undefined
300996,AutbusPADev67_slot0_var1.AutbusPADev67_slot0_var1,Input Registers,USINT,InData1
300997,AutbusPADev67_slot0_var2.AutbusPADev67_slot0_var2,Input Registers,UINT,InData2
300998,AutbusPADev67_slot0_var3.AutbusPADev67_slot0_var3,Input Registers,ULINT,timer
301002,AutbusPADev67_slot0_var4.AutbusPADev67_slot0_var4,Input Registers,UINT,year
301003,AutbusPADev67_slot0_var5.AutbusPADev67_slot0_var5,Input Registers,USINT,month
301004,AutbusPADev67_slot0_var6.AutbusPADev67_slot0_var6,Input Registers,USINT,day
301005,AutbusPADev67_slot0_var7.AutbusPADev67_slot0_var7,Input Registers,USINT,hour
301006,AutbusPADev67_slot0_var8.AutbusPADev67_slot0_var8,Input Registers,USINT,minute
301007,AutbusPADev67_slot0_var9.AutbusPADev67_slot0_var9,Input Registers,USINT,second
400294,AutbusPADev67_slot0_var10.AutbusPADev67_slot0_var10,Holding Registers,USINT,OutData1
400295,AutbusPADev67_slot0_var11.AutbusPADev67_slot0_var11,Holding Registers,USINT,OutData2
301008,AutbusPADev67_slot0_alarm1.AutbusPADev67_slot0_alarm1,Input Registers,USINT,alarm1
301009,AutbusPADev67_slot0_alarm2.AutbusPADev67_slot0_alarm2,Input Registers,USINT,alarm2
400296,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400297,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301010,null.null,Input Registers,UINT,undefined
301011,AutbusPADev68_slot0_var1.AutbusPADev68_slot0_var1,Input Registers,USINT,InData1
301012,AutbusPADev68_slot0_var2.AutbusPADev68_slot0_var2,Input Registers,UINT,InData2
301013,AutbusPADev68_slot0_var3.AutbusPADev68_slot0_var3,Input Registers,ULINT,timer
301017,AutbusPADev68_slot0_var4.AutbusPADev68_slot0_var4,Input Registers,UINT,year
301018,AutbusPADev68_slot0_var5.AutbusPADev68_slot0_var5,Input Registers,USINT,month
301019,AutbusPADev68_slot0_var6.AutbusPADev68_slot0_var6,Input Registers,USINT,day
301020,AutbusPADev68_slot0_var7.AutbusPADev68_slot0_var7,Input Registers,USINT,hour
301021,AutbusPADev68_slot0_var8.AutbusPADev68_slot0_var8,Input Registers,USINT,minute
301022,AutbusPADev68_slot0_var9.AutbusPADev68_slot0_var9,Input Registers,USINT,second
400298,AutbusPADev68_slot0_var10.AutbusPADev68_slot0_var10,Holding Registers,USINT,OutData1
400299,AutbusPADev68_slot0_var11.AutbusPADev68_slot0_var11,Holding Registers,USINT,OutData2
301023,AutbusPADev68_slot0_alarm1.AutbusPADev68_slot0_alarm1,Input Registers,USINT,alarm1
301024,AutbusPADev68_slot0_alarm2.AutbusPADev68_slot0_alarm2,Input Registers,USINT,alarm2
400300,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400301,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301025,null.null,Input Registers,UINT,undefined
301026,AutbusPADev69_slot0_var1.AutbusPADev69_slot0_var1,Input Registers,USINT,InData1
301027,AutbusPADev69_slot0_var2.AutbusPADev69_slot0_var2,Input Registers,UINT,InData2
301028,AutbusPADev69_slot0_var3.AutbusPADev69_slot0_var3,Input Registers,ULINT,timer
301032,AutbusPADev69_slot0_var4.AutbusPADev69_slot0_var4,Input Registers,UINT,year
301033,AutbusPADev69_slot0_var5.AutbusPADev69_slot0_var5,Input Registers,USINT,month
301034,AutbusPADev69_slot0_var6.AutbusPADev69_slot0_var6,Input Registers,USINT,day
301035,AutbusPADev69_slot0_var7.AutbusPADev69_slot0_var7,Input Registers,USINT,hour
301036,AutbusPADev69_slot0_var8.AutbusPADev69_slot0_var8,Input Registers,USINT,minute
301037,AutbusPADev69_slot0_var9.AutbusPADev69_slot0_var9,Input Registers,USINT,second
400302,AutbusPADev69_slot0_var10.AutbusPADev69_slot0_var10,Holding Registers,USINT,OutData1
400303,AutbusPADev69_slot0_var11.AutbusPADev69_slot0_var11,Holding Registers,USINT,OutData2
301038,AutbusPADev69_slot0_alarm1.AutbusPADev69_slot0_alarm1,Input Registers,USINT,alarm1
301039,AutbusPADev69_slot0_alarm2.AutbusPADev69_slot0_alarm2,Input Registers,USINT,alarm2
400304,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400305,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301040,null.null,Input Registers,UINT,undefined
301041,AutbusPADev70_slot0_var1.AutbusPADev70_slot0_var1,Input Registers,USINT,InData1
301042,AutbusPADev70_slot0_var2.AutbusPADev70_slot0_var2,Input Registers,UINT,InData2
301043,AutbusPADev70_slot0_var3.AutbusPADev70_slot0_var3,Input Registers,ULINT,timer
301047,AutbusPADev70_slot0_var4.AutbusPADev70_slot0_var4,Input Registers,UINT,year
301048,AutbusPADev70_slot0_var5.AutbusPADev70_slot0_var5,Input Registers,USINT,month
301049,AutbusPADev70_slot0_var6.AutbusPADev70_slot0_var6,Input Registers,USINT,day
301050,AutbusPADev70_slot0_var7.AutbusPADev70_slot0_var7,Input Registers,USINT,hour
301051,AutbusPADev70_slot0_var8.AutbusPADev70_slot0_var8,Input Registers,USINT,minute
301052,AutbusPADev70_slot0_var9.AutbusPADev70_slot0_var9,Input Registers,USINT,second
400306,AutbusPADev70_slot0_var10.AutbusPADev70_slot0_var10,Holding Registers,USINT,OutData1
400307,AutbusPADev70_slot0_var11.AutbusPADev70_slot0_var11,Holding Registers,USINT,OutData2
301053,AutbusPADev70_slot0_alarm1.AutbusPADev70_slot0_alarm1,Input Registers,USINT,alarm1
301054,AutbusPADev70_slot0_alarm2.AutbusPADev70_slot0_alarm2,Input Registers,USINT,alarm2
400308,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400309,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301055,null.null,Input Registers,UINT,undefined
301056,AutbusPADev71_slot0_var1.AutbusPADev71_slot0_var1,Input Registers,USINT,InData1
301057,AutbusPADev71_slot0_var2.AutbusPADev71_slot0_var2,Input Registers,UINT,InData2
301058,AutbusPADev71_slot0_var3.AutbusPADev71_slot0_var3,Input Registers,ULINT,timer
301062,AutbusPADev71_slot0_var4.AutbusPADev71_slot0_var4,Input Registers,UINT,year
301063,AutbusPADev71_slot0_var5.AutbusPADev71_slot0_var5,Input Registers,USINT,month
301064,AutbusPADev71_slot0_var6.AutbusPADev71_slot0_var6,Input Registers,USINT,day
301065,AutbusPADev71_slot0_var7.AutbusPADev71_slot0_var7,Input Registers,USINT,hour
301066,AutbusPADev71_slot0_var8.AutbusPADev71_slot0_var8,Input Registers,USINT,minute
301067,AutbusPADev71_slot0_var9.AutbusPADev71_slot0_var9,Input Registers,USINT,second
400310,AutbusPADev71_slot0_var10.AutbusPADev71_slot0_var10,Holding Registers,USINT,OutData1
400311,AutbusPADev71_slot0_var11.AutbusPADev71_slot0_var11,Holding Registers,USINT,OutData2
301068,AutbusPADev71_slot0_alarm1.AutbusPADev71_slot0_alarm1,Input Registers,USINT,alarm1
301069,AutbusPADev71_slot0_alarm2.AutbusPADev71_slot0_alarm2,Input Registers,USINT,alarm2
400312,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400313,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301070,null.null,Input Registers,UINT,undefined
301071,AutbusPADev72_slot0_var1.AutbusPADev72_slot0_var1,Input Registers,USINT,InData1
301072,AutbusPADev72_slot0_var2.AutbusPADev72_slot0_var2,Input Registers,UINT,InData2
301073,AutbusPADev72_slot0_var3.AutbusPADev72_slot0_var3,Input Registers,ULINT,timer
301077,AutbusPADev72_slot0_var4.AutbusPADev72_slot0_var4,Input Registers,UINT,year
301078,AutbusPADev72_slot0_var5.AutbusPADev72_slot0_var5,Input Registers,USINT,month
301079,AutbusPADev72_slot0_var6.AutbusPADev72_slot0_var6,Input Registers,USINT,day
301080,AutbusPADev72_slot0_var7.AutbusPADev72_slot0_var7,Input Registers,USINT,hour
301081,AutbusPADev72_slot0_var8.AutbusPADev72_slot0_var8,Input Registers,USINT,minute
301082,AutbusPADev72_slot0_var9.AutbusPADev72_slot0_var9,Input Registers,USINT,second
400314,AutbusPADev72_slot0_var10.AutbusPADev72_slot0_var10,Holding Registers,USINT,OutData1
400315,AutbusPADev72_slot0_var11.AutbusPADev72_slot0_var11,Holding Registers,USINT,OutData2
301083,AutbusPADev72_slot0_alarm1.AutbusPADev72_slot0_alarm1,Input Registers,USINT,alarm1
301084,AutbusPADev72_slot0_alarm2.AutbusPADev72_slot0_alarm2,Input Registers,USINT,alarm2
400316,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400317,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301085,null.null,Input Registers,UINT,undefined
301086,AutbusPADev73_slot0_var1.AutbusPADev73_slot0_var1,Input Registers,USINT,InData1
301087,AutbusPADev73_slot0_var2.AutbusPADev73_slot0_var2,Input Registers,UINT,InData2
301088,AutbusPADev73_slot0_var3.AutbusPADev73_slot0_var3,Input Registers,ULINT,timer
301092,AutbusPADev73_slot0_var4.AutbusPADev73_slot0_var4,Input Registers,UINT,year
301093,AutbusPADev73_slot0_var5.AutbusPADev73_slot0_var5,Input Registers,USINT,month
301094,AutbusPADev73_slot0_var6.AutbusPADev73_slot0_var6,Input Registers,USINT,day
301095,AutbusPADev73_slot0_var7.AutbusPADev73_slot0_var7,Input Registers,USINT,hour
301096,AutbusPADev73_slot0_var8.AutbusPADev73_slot0_var8,Input Registers,USINT,minute
301097,AutbusPADev73_slot0_var9.AutbusPADev73_slot0_var9,Input Registers,USINT,second
400318,AutbusPADev73_slot0_var10.AutbusPADev73_slot0_var10,Holding Registers,USINT,OutData1
400319,AutbusPADev73_slot0_var11.AutbusPADev73_slot0_var11,Holding Registers,USINT,OutData2
301098,AutbusPADev73_slot0_alarm1.AutbusPADev73_slot0_alarm1,Input Registers,USINT,alarm1
301099,AutbusPADev73_slot0_alarm2.AutbusPADev73_slot0_alarm2,Input Registers,USINT,alarm2
400320,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400321,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301100,null.null,Input Registers,UINT,undefined
301101,AutbusPADev74_slot0_var1.AutbusPADev74_slot0_var1,Input Registers,USINT,InData1
301102,AutbusPADev74_slot0_var2.AutbusPADev74_slot0_var2,Input Registers,UINT,InData2
301103,AutbusPADev74_slot0_var3.AutbusPADev74_slot0_var3,Input Registers,ULINT,timer
301107,AutbusPADev74_slot0_var4.AutbusPADev74_slot0_var4,Input Registers,UINT,year
301108,AutbusPADev74_slot0_var5.AutbusPADev74_slot0_var5,Input Registers,USINT,month
301109,AutbusPADev74_slot0_var6.AutbusPADev74_slot0_var6,Input Registers,USINT,day
301110,AutbusPADev74_slot0_var7.AutbusPADev74_slot0_var7,Input Registers,USINT,hour
301111,AutbusPADev74_slot0_var8.AutbusPADev74_slot0_var8,Input Registers,USINT,minute
301112,AutbusPADev74_slot0_var9.AutbusPADev74_slot0_var9,Input Registers,USINT,second
400322,AutbusPADev74_slot0_var10.AutbusPADev74_slot0_var10,Holding Registers,USINT,OutData1
400323,AutbusPADev74_slot0_var11.AutbusPADev74_slot0_var11,Holding Registers,USINT,OutData2
301113,AutbusPADev74_slot0_alarm1.AutbusPADev74_slot0_alarm1,Input Registers,USINT,alarm1
301114,AutbusPADev74_slot0_alarm2.AutbusPADev74_slot0_alarm2,Input Registers,USINT,alarm2
400324,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400325,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301115,null.null,Input Registers,UINT,undefined
301116,AutbusPADev75_slot0_var1.AutbusPADev75_slot0_var1,Input Registers,USINT,InData1
301117,AutbusPADev75_slot0_var2.AutbusPADev75_slot0_var2,Input Registers,UINT,InData2
301118,AutbusPADev75_slot0_var3.AutbusPADev75_slot0_var3,Input Registers,ULINT,timer
301122,AutbusPADev75_slot0_var4.AutbusPADev75_slot0_var4,Input Registers,UINT,year
301123,AutbusPADev75_slot0_var5.AutbusPADev75_slot0_var5,Input Registers,USINT,month
301124,AutbusPADev75_slot0_var6.AutbusPADev75_slot0_var6,Input Registers,USINT,day
301125,AutbusPADev75_slot0_var7.AutbusPADev75_slot0_var7,Input Registers,USINT,hour
301126,AutbusPADev75_slot0_var8.AutbusPADev75_slot0_var8,Input Registers,USINT,minute
301127,AutbusPADev75_slot0_var9.AutbusPADev75_slot0_var9,Input Registers,USINT,second
400326,AutbusPADev75_slot0_var10.AutbusPADev75_slot0_var10,Holding Registers,USINT,OutData1
400327,AutbusPADev75_slot0_var11.AutbusPADev75_slot0_var11,Holding Registers,USINT,OutData2
301128,AutbusPADev75_slot0_alarm1.AutbusPADev75_slot0_alarm1,Input Registers,USINT,alarm1
301129,AutbusPADev75_slot0_alarm2.AutbusPADev75_slot0_alarm2,Input Registers,USINT,alarm2
400328,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400329,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301130,null.null,Input Registers,UINT,undefined
301131,AutbusPADev76_slot0_var1.AutbusPADev76_slot0_var1,Input Registers,USINT,InData1
301132,AutbusPADev76_slot0_var2.AutbusPADev76_slot0_var2,Input Registers,UINT,InData2
301133,AutbusPADev76_slot0_var3.AutbusPADev76_slot0_var3,Input Registers,ULINT,timer
